original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"""Dan ajeng pasti paham si Babi Ahok klo bicara santun, BANGSAT, TAIK, ANJING, SETAN LO, dngn intonasi yg familiar tuntuna""",twitter,0,1,0,1
Dan pada akhirnya kita hanya diam membisu melihat saudara kita bagai tikus yg di usir dr sarang oleh penguasa kafir,twitter,0,0,1,0
"Waw, pantesan hahha RT @tkjfauzan: gw jualan susu kebo RT @CheeSaey: Jualan santan lo? (¬_ ¬͡͡"") RT @tkjfauzan: gw suka meremas remas",twitter,1,0,0,0
"Penak jmnku thoo heuheu  ""@DamarMurub: Kemudian malam minggu setelah hujan angin.. Bertemankan kopi papua, kretek 76 dan telo bakar gosong",twitter,0,0,0,0
"Bom, teroris, anarki, benci orang kafir, unkonstitusional, miskin, tukang palak, tatoan...msh ada lg gak stigma yg lain buat islam saat ini?",twitter,0,1,1,1
Usir cina! Ganyang !! Tapi cina yg jahat aja ya “@beadybams: @infopolitik  betul.....harus direvolusi lagi ini negri..bukan milik Cinaaaaa..,twitter,0,1,1,1
Guee RT @Yadong_Town: Go Follow -> @ydg_kyuhyun need cewe yg sangat semok dan memek nya masih sempit min/? Dia pen maen di tl harus frontal!,twitter,1,0,0,0
atau saat madinah dikelilingi parit dg pasukan kafir di luarnya. tak lekas wkt yg dkrbankn. tp Allah selamatkn dg angin yg usir psukn musuh,twitter,0,0,1,0
"https://twitter.com/MistressGaia/status/1022426643598639104/video/1 …
#memek #ngentot #sangek #enak #seks #kontol #abg #pentil #payudara #blowjob #horny #bokep #bokepsemi #bokepindo #ngewe #sepong #amoy #enak #bispak #bisyar #lonte #jablay
BONUS 10.000 >>http://bit.ly/2LnlpmE ",twitter,1,0,0,0
Kami sebagai rakyat indonesia yang bukan berasal dari DKI turut mendoakan semoga pak Basuki dan pak Djarot tidak pernah lelah melayani kami dan tetap terus semangat,twitter,0,0,0,0
"Dipaksa Ngentot Oleh Anak Sendiri
http://www.indobispak.com/2018/01/dipaksa-ngentot-oleh-anak-sendiri.html …
#anakcabul #anaksange #bandung #beautifulgirl #beautifulgirl #ceritadewasa #ceritasex #cerpensex #mamahot #mamasexy #memekbasah pic.twitter.com/20t2P89CzW",twitter,1,0,0,0
"ASAL GOYANG #7 - MAMAH MUDA LAGI MAKAN PISANG https://youtu.be/waFtVfGdw54  lewat @YouTube
kontol, memek, basah, tante, toket, gede, abg, indonesia, smu, smp, bugil, ngocok, crot, mulus, becek, muncrat, dildo, sange, colmek, toge, tetek, sange, horny, sempit, bugil, hot, goyang,",twitter,1,0,0,0
"""RT @RuridaJihandari: Itu sidang apa drama korea sampe 20kali, lagi menunggu sidang ahok season 2 nih... Kayaknya goblin mah kalah pamornya""",twitter,0,0,0,0
Kalau dijawab bhw khilafah adl sarana utk menerapkan hukum Islam seperti hukum potong tangan td? Hukum bg pencuri di Indonesia adl hukum thaghut krn tdk sesuai nash yg harus potong tangan bgmana?,twitter,0,0,1,0
"Jilmek punya kamu malam ini enak kali ni , pas bangat lagi pengen.  Bagi cewe daerah Jakarta yang pengen ! Chat aja (serius nggak ngomong doang ) 

#sange #jilmek #ngewe #ngentot #fuck #doggy #jakarta #skrang",twitter,1,0,0,0
jembut kepanjangan x it :p RT @Margarethamaru @pepencilik Fyuhhh. untung ajha.. kalo lebat kan eike malu.. ntar disangka g apaan punya bulu,twitter,1,0,0,0
"pantes mesti salah liat, sy pikir itu kunam RT @wirzrawk: kalah lebat lek jembut ae RT @diopsycho: itu kumi… (cont) http://deck.ly/~wDWEU ",twitter,1,0,0,0
"Frontal di Hari Raya ;p -» RT @rsagungprasetyo: @GibranKahll tauk th, JANDA 3 anak. MEMEK udah dool,pake ngincer KONTOL brondong2 trus. wtf!",twitter,1,0,0,0
Parah njir RT @amelyalrst: ada yang mau sewa gue? gue jablay kualitas ok. toket gede masih perawan memek sempit. telpon aja ke 083898005407,twitter,1,0,0,0
"Kecapek an mngkin kak,trs pisah sm anak papua jga""@FajrinaRidha: Aduuuhhh knapa smpai skit?RT @ciciapriani2: Cuma bisa d kamar saja,",twitter,0,0,0,0
"Ahok top..lebih top klo jd moeslim gak lagi dibilang kafir, dia untung ,betawi untung, usir dan tolak asingseng berdiri dgn kekuatan sendiri",twitter,0,0,1,0
Mending ganti presiden RT @dgoreinnamah: klo loe liat video perlakuan TNI ke rkyat asli papua loe bakal bilang mending pisah aja wirRT @Dodo,twitter,0,0,0,0
"Sebelum Ramadhan : Cina Kafir , Komunis , Antek Aseng , Penindas , Usir dari Indonesia bla bla bla banyak lagi lah lainnya

Pas Ramadhan & Menjelang Lebaran : Koh , cici minta THR dong !!!! Bahkan pakai Surat resmi lho ",twitter,0,1,1,1
"Ok syg, aku udh ngk kuat  *remas tetek kamu* ""@mayaSEXY13: Terserah kamu aja syg:* *cupang leher kamu* RT @RudyJarvis: Siap diapain say :* """,twitter,1,0,0,0
@ragilnugroho1 orang goblok aja sperti mbah yang bilang Papua tidak bisa maen bola... ingat mbah Indonesia aja pernah keluar dari PBB,twitter,0,0,0,0
"@triyantoalek ahh,enak...ahh,ahh...yg cepet yank..memek aku masi sempit kan?blm melar dan masi elastis...jd enak dgenjot",twitter,1,0,0,0
"SAYA SERUKAN KEPADA SEGENAP UMAT ISLAM;
(Persiapkan diri kalian..)
AYO... JIHAD...!!!
*HRS*
•pic.twitter.com/1OibhOvNAX",twitter,0,0,0,0
"""Ayo umat Islam yg pinter, jgn percaya klo aksi 112 tdk ada hubungannya dgn pilkada, pihak AHY yg bayar anies yg untung \ud83d\ude01""",twitter,0,0,0,0
"@NuarintaNis Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear.. #sange #memek #ngentot #horni #sex",twitter,1,0,0,0
"Saran saya kepada Nahdliyin jgn dikit-dikit bilang ""kembali ke Khittah"", nanti malah mirip HTI yg demen bilang ""tegakkan Khilafah"".",twitter,0,0,1,0
Saf ga ada tuh yg nama remas???RT @safiraamijaya: HAH?!RT @Gifagumelar Oke gue add ~RT @safiraamijaya: remas tetek fahmi al husain. o,twitter,1,0,0,0
Hanya orang yg kbykn makan MSG yg suka gomong benci cina anti kafir usir orang kafir dari Indonesia tapi oshinya veranda sm yupi. Haaadeehhh,twitter,0,0,0,0
"Umat Islam harus bersatu dlm satu wilayah negara dgn satu akidah dan satu syariah di bawah satu pemimpin, yakni khalifah. Itulah Khilafah..",twitter,0,0,1,0
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis ",twitter,1,1,0,1
.... RT @KancutGanteng: Itu tetek kek :I RT @Kakek_Gila: Itu hati apa kertas cuk? Kok di Remas-remas terus ama gebetan? #KG,twitter,1,0,0,0
"Pantesan aje otak lu dangkal gue nggak pernah usir yg dakwah kl ada yg dakwah siapapun ustadnya gue dengerin. kl elu punya hati & ahlak yg baik kagak bakalan ngatain orang kafir,  setan & temennya kl orang spt itu sama aja dg yg ngatainnya atau mungkin lebih dari itu.",twitter,0,0,1,1
"RT @asepfakhri:shasta dmi sharta, kaum Muslim tseret jauh dr identias keislamannya | pjajah kafir di usir, hukum&budayanya dinikmati #ironis",twitter,0,0,1,0
"Eh siapa yg mbuat negara ini merdeka ?kl bukan Soekarno tdk ada negar indonesia, guoblok disimbongkan, 71 th merdeka baru pak de yg bikin bensin di papua dan seluruh indonesia harga nya sama, itu namanya keadilan sosial goblok,apa yg dilakukan bapak mu?",twitter,0,0,0,1
"@Perkasa_Liberal ya Allah kami patuh padaMu (Quran 60:1-9) Kau perintah kami berbaik dgn kafir yg tak perangi & tak usir kami, sygilah kami.",twitter,0,0,1,0
"Kamu kasar ya trnyata :') RT @baranakha: Dasar cina!!! Ganyang cine loleng,cina naskleng RT @boribora14: Salam kenal n salam merdeka",twitter,0,1,1,1
Anjir parah bgt bajaknye RT @amelyalrst: ada yang mau sewa gue? gue jablay kualitas ok. toket gede masih perawan memek sempit. telpon aj,twitter,1,0,0,0
"Dan pada hari ketika terjadi kiamat, orang-orang yg berdosa (kaum musyrik) terdiam berputus asa (QS Ar-Rum;12)",twitter,0,0,0,0
tetek kau kuremas remas mau? RT @inukuruyuk: iya goyang tetek lah RT @siipandu: goyang apa? goyangnya di parwis hotel ahhaa,twitter,1,0,0,0
@MUHAMMAD_S4W uda mad diemin aja. Mending kita nntn euro yg dipenuhi kafir. Drpd liat timteng isinya mayat smua. Bom bunuh diri.,twitter,0,1,1,1
Foto asli bilang edit .. z mau tandai di fB ke FB asli ibu putri sion papua buat de taw ko yg pake de px foto slama ini tobat ko goblok,twitter,0,0,0,0
"Logika sy, isu pemimpin non muslim ini udh terjadi berkali-kali. Namun yg kali ini dianggap menghasilkan reaksi ""ganyang cina""?",twitter,0,1,1,1
"RT @herdirinananies: Baca surat si org bom bunuh diri, ada kata kafir, cari lah makna kata kafir sebenarnya dlm Quran ..",twitter,0,0,1,0
"Ow topik yg aku suka ini. Bakar! Ganyang! ""@aprie_rdw: @mindatrix iya min, kan ada yg dbakar aritu dlante 4. U know la, cina kan sukak bakar",twitter,0,1,1,1
"Ini yg jelas penistaan Agama masih ada aja yg bela. Ayo dong demo juga, teriakin kafir, bunuh, gantung ",twitter,0,0,1,0
"Saya serukan dari Kota Suci Mekkah Al-Mukarromah, Seluruh Umat, Seluruh Bangsa, seluruh Rakyat; Bersatu Untuk #JIHAD melawan Preman-preman bayaran...!!!
TAKBIR...!!!

*HRS*
•
https://youtu.be/uoeVJ-kg-co pic.twitter.com/QsCKWA569q",twitter,0,0,1,1
"Hahaha RT @Hellvikz: yg saya follow pada ngomong jorok & kasar jam sgini, saya juga ikutan ah.. PENGEN NGENTOT 2 CEWE SKALIGUS!!!!",twitter,1,0,0,0
Lah vidionya ada bahkan usir orang lagi sholat dhuhur kurang kafir apa coba ini Banser udah bisa diketegorikan ormas Radikal wajib di bubarkan orang HTI aja Ngak ngapa2in di bubarkan apalagi ormas yg memiliki cara2 seperti PKI anti Agama dan Demokrasi ini,twitter,0,1,1,1
"@sugenkcom trus klo ada khilafah, gmn hubungannya dg presiden atau perdana menteri? Apakah negara² ini harus bubar atau gmn? *numpangtanya",twitter,0,0,0,0
"Tante Jilbab Sepong Kontol Gede Mulut Sampe Gak Muat: Foto Tante Jilbab Sepong Kontol Gede, foto sex, foto pan... http://bit.ly/1RnxTCi ",twitter,1,0,0,0
"Bom bunuh diri kok jihad?? darimana dasarnya. Ayo, belajar agama dengan guru yang bener dong....",twitter,0,0,0,0
Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yg lebih dahsyat utk Bapak ber2 utk Indonesia. Maju terus.,twitter,0,0,0,0
Haha py ko paeng ganyang ki :D RT@christianylumba: Sekke cina nya syg . Hahaha RT @mrna_mrna: Haha py minta angpao paeng deh haha,twitter,0,0,0,0
"Amin!! RT @sudjiwotedjo Sama dgn Papua, kalau warga Sumatera akan lebih hepi dan makmur jika pisah dr NKRI, lepaskan saja #sikap",twitter,0,0,0,0
Jembut sudah lebat masih ngaku anak-2? HMMM... RT @felixkiddo: Ii aku anak2 taauuu.. RT @dandyhuang: HEH! Ingat umur yak. :),twitter,1,0,0,0
"Ih Kecil aja pamer.. RT @ceritaseks Cerita 17 tahun memek d colok kontol: Sinta Bugil
Klik pada gambar untuk memper...  ..blum sunat saya",twitter,1,0,0,0
"Partai Khilafah Indonesia(PKI)....
Gerombolan islami yg mengejar selangkangan surgawi lwt aksi Bom Bunuh diri .
#Toilet kencing Onta Bahlul pic.twitter.com/qu8hxbjp5a",twitter,1,0,0,1
"pic.twitter.com/fKPeZmabxw
#memek #ngentot #sangek #enak #seks #kontol #abg #pentil #payudara #blowjob #horny #bokep #bokepsemi #bokepindo #ngewe #sepong #amoy #enak #bispak #bisyar #lonte #jablay
BONUS 10.000 >>http://bit.ly/2LnlpmE ",twitter,1,0,0,0
KNSDM = Kontol Naik Sepong Dong Mbak wakakakakaRT @rawadi: @KylaNathania kok tau nama panjang kk de ? Haha iya deh KNSDM hehe,twitter,1,0,0,0
"http://www.Dewa17.com   - mandi bareng yuk beby
.
.
#cewek #bokepjepang #bokep #bokepindo #toketgede #toketbesar #toketmontok #bugilcantik #bugil #payudaramontok #cewekmontok #memekbasah #memekbecek #dagelanhttp://www.dewa17.com/image/post/17618 …",twitter,1,0,0,0
Tua muda sama saja. Yang paling belaguk adalah beberapa mahasiswa yang mau dirikan khilafah. mahasiswa taek.. pic.twitter.com/pCGRAlj38o,twitter,0,0,1,0
Israel anjing. Fuck tuhan lo yg tolol . Masjid Al-aqsha mau di bom . Dasar negara anjing. Terkutuk laknat kafir. Dajal semua lo tolol!,twitter,0,1,1,1
"Buat yang suka mengkafirkan orang lain, apalagi mereka yg suka berteriak ""ayo bunuh orang kafir"" pasti panas liat tauziah ini. https://twitter.com/kembangkertas97/status/822689854546841601 …",twitter,0,0,0,0
ratederpe: #rrp bayangin aku sepong oppa abis itu aku masukin kontol oppa ke memek terus oppa nyusu di nenen sambil aku goyangin memek. Ugh…,twitter,1,0,0,0
Uve udh gk mau lg main hati kamu uve cukup kenal BO aja.. karna klo minta jd pacar ujung2nya pengen ngewe gratis ya gak siihuntungnya buat uve apa??  jgn sok pura2 cinta lah... basi tau... pic.twitter.com/ApNfg8VIdB,twitter,1,0,0,0
"""@roninpribumi @dewanpers yg salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih..""",twitter,0,0,0,0
"teu sieun, mana cik ceuli kayu teh hayang nempo urg @agungher embung salah kieu yeuh. nyieun lieur batur. cina cina. ganyang ku aing. RT",twitter,0,1,1,1
"Aplikasi vcs dan bokep
#bokep #COLENG
#video #uh
#vcs
#vc
#sange
#ngentotmemek
#ngewe
#ngentot
#pengen
#gratis
#bokepindo
#sangekberat
#memek
#kontolbrondong
#bugil
#camsex
#hypersex
#masturb
#kimochi
#sange
#memek
#kontolbrondong
#vcsyuk
#vcsreal
Tik tok
https://qz2yg.app.goo.gl/fbcY ",twitter,1,0,0,0
Kita harus mengikuti ulil amri? Bknkah ulil amri yg dmaksud rasul adlh Khalifah.. Beginilah nasib muslim sluruh dunia ktka tdk ad khilafah,twitter,0,1,1,1
@daitadit RT @mssmora: @rahavica dih dih dih dih salting. Woyyy!!! @farissya @novitarahmi si sampah cina karbitan nih salting!!! Ganyang yok,twitter,0,1,0,1
"Oooo....laki2 ini anjing memang !!
Jadi harus pakai nama MAMAD ?
MAMUD ?
MUSTAFA ?
baru lah masuk kedalam GEROMBOLAN yg memekikkan takbir utk kemerdekaan ?

Sialan kau !! Pantas saja, org yg paling banyak bernama MUHAMMAD itu adl tukang ""BOM  BUNUH DIRI"" kpd para Kafir !   Cuih..",twitter,0,1,1,1
"Lomba dapetin hatimu kpn? RT @BeritaSahih: Kafir lagi berlomba buat jam tangan pintar, muslim berlomba buat bom bunuh diri …("",) #AyoMurtad",twitter,0,1,0,0
OMG ini orang asalnya dari planet mana ya? lucu banget kayak boneka barbie ...... kira2 pake baterei apa pake aki ya .....bisa ngomong juga ternyata hahaha.... semoga pabriknya masih produksi yg kayak gini biar rame dunia perpolitikan indonesia,twitter,0,0,0,0
"#2019JokowiMaruf | RT Syarman59: Heboh !!! Spanduk “Saatnya Tegakkan Sistem Khilafah” di SMA 5 Kota Bengkulu
poldabengkulu
Para orang tua dan murid SMA 5 Bengkulu dikagetkan adanya terpasang spanduk yang bertuliskan “SAATNYA TEGAKKAN SISTEM KHILAFAH” dan… http://bengkulukito.com/2018/08/31/heboh-spanduk-saatnya-tegakkan-sistem-khilafah-di-sma-5-kota-bengkulu/ …",twitter,0,0,1,0
Usir amerika dan sekutunya dari Indonesia. Negara kita besear dan juga punya power. Jangan jadi pecundang! Gausah tkut ama kafir n yahudi,twitter,0,0,1,0
Ough kontol G̲̣̣̣̥ûε̲̣̣̣̥  ĽªgĨ ∂ɪ̣̇ kocok sm tante Yn gila...'Memek na enk  ß⌣ªª⌣ªªÑgêt Nyedot tebal  ϑάϞ merekah smbl G̲̣̣̣̥ûε̲̣̣̣̥  remas,twitter,1,0,0,0
"""ayo ayo ayo bunuh ahok, 
ayo bunuh ahok sekarang jg, 
penjarakan ahok!!""

~izrail pun dtg mencabut nyawa,
kalo gitu jihad bkn? masuk surga?",twitter,0,0,1,1
"@MIApiksy @CTRwibowo  Ini aja masih Sma kalo kuliah pisah Bayangno aku neng prancis kamu neng afrika mia neng papua,pisahkan?",twitter,0,0,0,0
"Membayangkan Nabi Muhammad memerintahkan ""bom bunuh diri"" pd sluruh umat muslim utk membunuh org kafir. ""Sudah pasti islam tk akan Jaya!!""",twitter,0,1,1,1
@jogja24jam Udah gk kaget kalo Papua bakal pisah. Tinggal tunggu tgl mainya saja... Hikss pdhal blm k raja ampat.,twitter,0,0,0,0
@jsukwon hemmm.. Dasar homo /ambil botor bir/ /masukin setengah botol kaca ke bool lu/ hemmm /ambil kontol lu/ /sepong dari belakang/,twitter,1,0,0,0
"Sd psti hoax, namanya jg metrotipu media kafir harbi, gua penasaran siapa sih penulis2 di metrotipu ini? Kok sgtu sampahnya mereka nyampah dmn2, ga nyampah ga mkn, kl jokowi kalah, mreka hrs tutup, usir aja ke cina asong sana",twitter,0,1,1,1
"Kami di jogja juga!! #gimana? RT @sudjiwotedjo: Kalau warga Papua lebih hepi dan makmur jika pisah dari NKRI, lepaskan saja #sikap",twitter,0,0,0,0
"RT @emorosa: MUI: Bom bunuh diri diharamkan agama. Jd jgn sudutkan Islam sbg teroris,. Mrka bkn org Islam,mrka Kafir!",twitter,0,0,0,0
"hmm bokep RT @sellizaumi: Aduh, kok jembut gue udah lebat lg aja sih :( sampe-sampe balapan sama celana panjang gue :(",twitter,1,0,0,0
Kl di usir bru bilang sesama saudara warga indonesia ..  kl teriak teriak kafir kog gk bilang kafir indonesia juga warga sesama indonesia,twitter,0,0,1,0
PERHATIAN : the KAFIR'S sdh lma d nytkan bubar d krna kan Sulis sdh kluar dan Ramadan d usir scra tdk trhormat dri the KAFIR'S.,twitter,0,0,1,0
"Berarti kalau ada umat non-Islam harus keluar dari negara itu ya mba kalau khilafah Islam hanya untuk umat Islam saja?

Kalau ternyata perang yang menang justru kafir gimana mba? Mba mau pindah ke luar negeri atau gimana?",twitter,0,0,1,0
"Enak aja nemu, itu bokap bawa dri papua Ilegal haha RT @PrillyMargitaa: astaga, nemu dmn itu? :$ RT @LuqieEskate: Iya itu monyet kecil :D",twitter,0,0,0,0
Bbeda kelas. Dinegeri kami klo ad bom. Pasti dibilang teroris muslim radikal. Beda kasus bom alam sutra itu bkn teroris krn kafir yg ngbom https://twitter.com/maspiyuuu/status/868244334499422208 …,twitter,0,1,1,1
"Berani ga? Ngmg aja kardus bekas! RT ""@DaengLira: Entar ada gerakan Ganyang Cina .. Baru pasang muka melas tuh Cina RT""@eyuah",twitter,0,1,1,1
"Orang kafir tak takut hina Islam sebab

Orang Melayu kat sini reti berdemo berguling je

Kalau negara lain,mesti bom sana sini

Berbanggalah",twitter,0,1,1,1
"Kaum yg memaksakan natal di monas adalah kaum yg sama mengharamkan pemimpin non muslim, yg sering teriak kafir
Memaksakan natalan di monas sama saja perlakuan intoleran berkedok toleransi
Mau toleran cukup sederhana, jgn ada bom lagi saat perayaan natal di gereja",twitter,0,1,1,1
"Ada yang bilang kalau saya pake kaos ada freemasonnya gtu ? saya kafir..perusak bangsa, terus yang bunuh orang banyak pake Bom ? Ohh. .",twitter,0,1,1,1
Jupe gak pernah.. HahahaRT @setiawanadhi: Si sherly ya apa jupe? RT @tqlz2bars: Ngomong aja ama kontol gw yg pernah lo sepong.. Bangsat lo..,twitter,1,0,0,0
"Iya mas klo itu saya setuju.
Abang @FPI_GarisLurus 

Tapi kalo mendakwahkan memberitahu khilafah akan tegak harus di sampaikan ke ummat, karena dakwah hukumnya wajib bagi kaum muslim.

Urusan tegak nnti atau sekarang hanya Allah yg memutuskan mas ",twitter,0,0,1,0
"Aksi corat coret disejumlah tembok aze gak ade tuh ? Seperti'ganyang PKI' ato 'ganyang NEOLIB' ,'ganyang mafia cina' harus dimaenkan dong",twitter,0,1,1,1
"Wkwk-__- RT @deviiyunita: Goblok wkwk RT @KefinCED : Seharus nya sby suruh orang papua sama NTT ke jakarta, sumber air banyak nih!",twitter,0,0,0,0
Ngarang lu ahh klu bukan org kafir yg bom Hirosima dan nagasaki emang Indonesia bakalan merdeka?tolol lu @AkunTofa ngak usah lu ngomong2 takbir dah.Bukti tuh Amerika Bom Hirosima baru Jepang nyerah yg lagi jajah Indonesia.tolol akut lu pecahkan kepala lu biar makin tolol lu https://twitter.com/AkunTofa/status/1031771269618851840 …,twitter,0,1,1,1
"BAHAN COLI 
#sexy #bispak #birahi
#toket #puting #jilmek #seks #kontol
#bokepsemi #bokepindo #sepong #amoy
#bisyar #lonte #jablay #crot #igo #amoysange #sex
#sange #ngewe #memek #tante #ngentot #janda #panlok
#SANGE_AAAAAAAAAAHpic.twitter.com/8N4yIO7SVC",twitter,1,0,0,0
"Aku masukin yah siap siap yank 1..2..3 *jleebb oohhhh enaak bgt memek kmu sempit say,genjot say RT @beiby_honey: @denny18th masukkin :*",twitter,1,0,0,0
"BAHAN COLI 
#bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablay #crot #igo #amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #sexy #bispak #birahi #toket #puting #jilmek #seks #kontol #SANGE_AAAAAAAAAAHpic.twitter.com/jHLQxAqIlK",twitter,1,0,0,0
"*ngakak RT @arroonn: Ada mbak mbak digereja bawa buku.. Judul bukunya : ""Yesus Tidak Bangkit ? "" Mbak, semoga kamu bukan kafir yang bawa Bom",twitter,0,1,1,1
"Aku siapin konsumsi deh kl kamu punya nyali  ""@ali_frhas: sy mhsiswa, kami sbntar lg bergerak anda tnggu saja dan lihat cina kami ganyang""",twitter,0,1,1,1
"orang"" goblok mau aja dimanfaatin elit politik.orang luar ngapain ngurusin dki?ke papua aja biar di sembelih kalian semua lol..",twitter,0,0,0,1
Setiap kelompok yg mau bikin khilafah di NKRI / bagian dari khilafah harus di recall krn cacat mental @rinjanijb @bertadwita @divhumaspolri,twitter,0,0,1,0
"1. Ulama jenis apa yg dikriminalisasi?
2. Akun2 islam yg bagaimana yg diberangus? 
3. Hti di bubarkan ya memang harus
4. Khilafah? Anda mabuk agama, itu saja https://twitter.com/iwanjanuarcom/status/949210433835057152 …",twitter,0,0,1,0
Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g,twitter,0,1,0,0
